term,freq,journal,year
deficit,1,The Plant Journal,2014
degradation,3,The Plant Journal,2014
degradome,1,The Plant Journal,2014
dehydratase,1,The Plant Journal,2014
dehydration,1,The Plant Journal,2014
dehydrogenase,3,The Plant Journal,2014
deletion,1,The Plant Journal,2014
delivered,1,The Plant Journal,2014
delivers,1,The Plant Journal,2014
delivery,1,The Plant Journal,2014
demonstrates,2,The Plant Journal,2014
dependent,8,The Plant Journal,2014
depletion,1,The Plant Journal,2014
depolymerizing,1,The Plant Journal,2014
deprivation,2,The Plant Journal,2014
derived,3,The Plant Journal,2014
desaturase,1,The Plant Journal,2014
desorption,2,The Plant Journal,2014
detection,2,The Plant Journal,2014
determinacy,2,The Plant Journal,2014
determinant,1,The Plant Journal,2014
determining,1,The Plant Journal,2014
developing,2,The Plant Journal,2014
development,32,The Plant Journal,2014
developmental,4,The Plant Journal,2014
dfr,1,The Plant Journal,2014
diaminopropane,1,The Plant Journal,2014
dickeya,1,The Plant Journal,2014
diclofop,1,The Plant Journal,2014
difference,1,The Plant Journal,2014
differentially,1,The Plant Journal,2014
differentiation,4,The Plant Journal,2014
differently,1,The Plant Journal,2014
dimer,1,The Plant Journal,2014
dimethylation,1,The Plant Journal,2014
dioxygenase,1,The Plant Journal,2014
direct,3,The Plant Journal,2014
directed,3,The Plant Journal,2014
directly,1,The Plant Journal,2014
directs,1,The Plant Journal,2014
disruption,1,The Plant Journal,2014
dissect,1,The Plant Journal,2014
distachyon,2,The Plant Journal,2014
distinct,4,The Plant Journal,2014
distribution,3,The Plant Journal,2014
disulfide,1,The Plant Journal,2014
diterpene,1,The Plant Journal,2014
diterpenoids,1,The Plant Journal,2014
divergence,2,The Plant Journal,2014
diverse,1,The Plant Journal,2014
diversification,2,The Plant Journal,2014
diversified,1,The Plant Journal,2014
diversity,4,The Plant Journal,2014
division,2,The Plant Journal,2014
dna,14,The Plant Journal,2014
does,1,The Plant Journal,2014
domain,7,The Plant Journal,2014
domains,1,The Plant Journal,2014
dormancy,1,The Plant Journal,2014
downstream,2,The Plant Journal,2014
drive,1,The Plant Journal,2014
drooping,1,The Plant Journal,2014
drought,3,The Plant Journal,2014
dry,1,The Plant Journal,2014
dual,1,The Plant Journal,2014
due,1,The Plant Journal,2014
duplicated,1,The Plant Journal,2014
dwarf,1,The Plant Journal,2014
dynamic,2,The Plant Journal,2014
dynamics,2,The Plant Journal,2014
dynamin,1,The Plant Journal,2014
dysploidy,1,The Plant Journal,2014
dyt,1,The Plant Journal,2014
e,5,The Plant Journal,2014
early,7,The Plant Journal,2014
ecotypes,1,The Plant Journal,2014
ectocarpus,1,The Plant Journal,2014
ectogem,1,The Plant Journal,2014
ectopic,1,The Plant Journal,2014
editing,3,The Plant Journal,2014
eds,1,The Plant Journal,2014
effector,5,The Plant Journal,2014
effectors,2,The Plant Journal,2014
efficiency,1,The Plant Journal,2014
efficient,1,The Plant Journal,2014
efficiently,1,The Plant Journal,2014
eggs,1,The Plant Journal,2014
eil,1,The Plant Journal,2014
ein,1,The Plant Journal,2014
electrophoresis,1,The Plant Journal,2014
electrospray,1,The Plant Journal,2014
element,1,The Plant Journal,2014
elements,1,The Plant Journal,2014
elevated,1,The Plant Journal,2014
elicitation,1,The Plant Journal,2014
elicited,1,The Plant Journal,2014
elongation,5,The Plant Journal,2014
embryogenesis,1,The Plant Journal,2014
embryonic,2,The Plant Journal,2014
emerging,1,The Plant Journal,2014
emf,1,The Plant Journal,2014
enabling,1,The Plant Journal,2014
encoded,1,The Plant Journal,2014
encodes,9,The Plant Journal,2014
encoding,3,The Plant Journal,2014
endogenous,1,The Plant Journal,2014
endomembrane,1,The Plant Journal,2014
endonuclease,1,The Plant Journal,2014
endoplasmic,2,The Plant Journal,2014
endosperm,2,The Plant Journal,2014
endosymbiosis,1,The Plant Journal,2014
engineering,2,The Plant Journal,2014
enhancement,1,The Plant Journal,2014
enhances,1,The Plant Journal,2014
enhancing,1,The Plant Journal,2014
ensure,1,The Plant Journal,2014
enzyme,2,The Plant Journal,2014
enzymes,1,The Plant Journal,2014
ephemeral,1,The Plant Journal,2014
epidermal,1,The Plant Journal,2014
epidermis,1,The Plant Journal,2014
epigenetic,3,The Plant Journal,2014
epitope,1,The Plant Journal,2014
er,1,The Plant Journal,2014
erd,1,The Plant Journal,2014
ermo,1,The Plant Journal,2014
esculentum,1,The Plant Journal,2014
essential,9,The Plant Journal,2014
esterification,1,The Plant Journal,2014
esters,1,The Plant Journal,2014
ethylene,4,The Plant Journal,2014
etr,1,The Plant Journal,2014
eu,1,The Plant Journal,2014
euchromatic,1,The Plant Journal,2014
eukaryotic,1,The Plant Journal,2014
euvesicatoria,1,The Plant Journal,2014
evaluation,1,The Plant Journal,2014
events,1,The Plant Journal,2014
evidence,1,The Plant Journal,2014
evolution,4,The Plant Journal,2014
evolutionary,3,The Plant Journal,2014
exaggerated,1,The Plant Journal,2014
excision,1,The Plant Journal,2014
exome,1,The Plant Journal,2014
expand,1,The Plant Journal,2014
expanded,1,The Plant Journal,2014
experiments,1,The Plant Journal,2014
exploring,2,The Plant Journal,2014
export,1,The Plant Journal,2014
express,1,The Plant Journal,2014
expressed,1,The Plant Journal,2014
expression,23,The Plant Journal,2014
extensive,1,The Plant Journal,2014
extensively,1,The Plant Journal,2014
extracellular,1,The Plant Journal,2014
extrahaustorial,1,The Plant Journal,2014
f,2,The Plant Journal,2014
facile,1,The Plant Journal,2014
facilitate,2,The Plant Journal,2014
facilitates,1,The Plant Journal,2014
factor,21,The Plant Journal,2014
factors,14,The Plant Journal,2014
fagopyrum,1,The Plant Journal,2014
fama,2,The Plant Journal,2014
family,6,The Plant Journal,2014
fancm,2,The Plant Journal,2014
fanconi,1,The Plant Journal,2014
far,1,The Plant Journal,2014
fate,1,The Plant Journal,2014
fatty,4,The Plant Journal,2014
features,1,The Plant Journal,2014
feedback,3,The Plant Journal,2014
female,2,The Plant Journal,2014
fertility,1,The Plant Journal,2014
fiber,1,The Plant Journal,2014
fibers,1,The Plant Journal,2014
field,1,The Plant Journal,2014
filtration,1,The Plant Journal,2014
final,1,The Plant Journal,2014
fine,1,The Plant Journal,2014
finger,4,The Plant Journal,2014
fish,3,The Plant Journal,2014
fitness,1,The Plant Journal,2014
fixation,1,The Plant Journal,2014
flavone,1,The Plant Journal,2014
flavonoid,4,The Plant Journal,2014
flavonoids,2,The Plant Journal,2014
flavonols,1,The Plant Journal,2014
flavour,1,The Plant Journal,2014
flexible,1,The Plant Journal,2014
floral,4,The Plant Journal,2014
floridulus,1,The Plant Journal,2014
floury,1,The Plant Journal,2014
flow,2,The Plant Journal,2014
flower,3,The Plant Journal,2014
flowers,2,The Plant Journal,2014
flp,1,The Plant Journal,2014
fls,1,The Plant Journal,2014
fluorescent,1,The Plant Journal,2014
flux,2,The Plant Journal,2014
following,1,The Plant Journal,2014
force,1,The Plant Journal,2014
foreign,1,The Plant Journal,2014
form,2,The Plant Journal,2014
formation,7,The Plant Journal,2014
forms,1,The Plant Journal,2014
founder,1,The Plant Journal,2014
four,1,The Plant Journal,2014
fpg,1,The Plant Journal,2014
frame,1,The Plant Journal,2014
fritillaria,1,The Plant Journal,2014
fruit,5,The Plant Journal,2014
fruits,1,The Plant Journal,2014
function,6,The Plant Journal,2014
functional,14,The Plant Journal,2014
functioning,1,The Plant Journal,2014
functions,10,The Plant Journal,2014
fungus,1,The Plant Journal,2014
furanocoumarin,1,The Plant Journal,2014
fusca,1,The Plant Journal,2014
future,1,The Plant Journal,2014
g,1,The Plant Journal,2014
gala,1,The Plant Journal,2014
gametophyte,2,The Plant Journal,2014
gating,1,The Plant Journal,2014
gel,1,The Plant Journal,2014
gene,37,The Plant Journal,2014
general,1,The Plant Journal,2014
generalist,1,The Plant Journal,2014
generated,1,The Plant Journal,2014
generation,2,The Plant Journal,2014
generations,1,The Plant Journal,2014
genes,17,The Plant Journal,2014
genetic,5,The Plant Journal,2014
genic,1,The Plant Journal,2014
genome,14,The Plant Journal,2014
genomic,2,The Plant Journal,2014
genomics,2,The Plant Journal,2014
genotypic,1,The Plant Journal,2014
genus,3,The Plant Journal,2014
gerbera,1,The Plant Journal,2014
germinal,1,The Plant Journal,2014
germination,4,The Plant Journal,2014
germline,1,The Plant Journal,2014
gfs,1,The Plant Journal,2014
ghvin,1,The Plant Journal,2014
giant,1,The Plant Journal,2014
gibberellin,4,The Plant Journal,2014
gibberellins,2,The Plant Journal,2014
gid,1,The Plant Journal,2014
gif,1,The Plant Journal,2014
ginseng,2,The Plant Journal,2014
glabra,1,The Plant Journal,2014
gll,1,The Plant Journal,2014
glory,1,The Plant Journal,2014
glucose,2,The Plant Journal,2014
glucosidases,1,The Plant Journal,2014
glucoside,1,The Plant Journal,2014
glucosides,1,The Plant Journal,2014
glucosinolate,2,The Plant Journal,2014
glucosyltransferase,1,The Plant Journal,2014
glucosyltransferases,2,The Plant Journal,2014
glycan,1,The Plant Journal,2014
glycans,1,The Plant Journal,2014
glycosylases,1,The Plant Journal,2014
glycosylation,1,The Plant Journal,2014
glycosylinositol,1,The Plant Journal,2014
glycosyltransferase,3,The Plant Journal,2014
glycyrrhiza,1,The Plant Journal,2014
glyoxalase,2,The Plant Journal,2014
glyphosate,1,The Plant Journal,2014
gmsalt,1,The Plant Journal,2014
gold,1,The Plant Journal,2014
golden,1,The Plant Journal,2014
golgi,2,The Plant Journal,2014
gork,1,The Plant Journal,2014
gossypii,1,The Plant Journal,2014
gossypium,1,The Plant Journal,2014
gourd,1,The Plant Journal,2014
gradient,1,The Plant Journal,2014
gradients,1,The Plant Journal,2014
graft,1,The Plant Journal,2014
grain,2,The Plant Journal,2014
granule,1,The Plant Journal,2014
grass,1,The Plant Journal,2014
green,3,The Plant Journal,2014
grf,1,The Plant Journal,2014
group,2,The Plant Journal,2014
groups,1,The Plant Journal,2014
growth,23,The Plant Journal,2014
gt,1,The Plant Journal,2014
guard,2,The Plant Journal,2014
gulliver,2,The Plant Journal,2014
gun,1,The Plant Journal,2014
h,6,The Plant Journal,2014
hair,1,The Plant Journal,2014
harvesting,1,The Plant Journal,2014
has,1,The Plant Journal,2014
hat,1,The Plant Journal,2014
haustorial,1,The Plant Journal,2014
have,1,The Plant Journal,2014
hcf,1,The Plant Journal,2014
hdel,1,The Plant Journal,2014
heat,1,The Plant Journal,2014
helical,1,The Plant Journal,2014
helicase,1,The Plant Journal,2014
helicases,1,The Plant Journal,2014
helix,2,The Plant Journal,2014
herbicide,1,The Plant Journal,2014
herbivore,1,The Plant Journal,2014
herbivory,3,The Plant Journal,2014
heritable,1,The Plant Journal,2014
heterochromatin,1,The Plant Journal,2014
heteroduplex,1,The Plant Journal,2014
heterogeneity,1,The Plant Journal,2014
heterotrimeric,1,The Plant Journal,2014
heterotrophic,1,The Plant Journal,2014
hexakisphosphate,1,The Plant Journal,2014
high,8,The Plant Journal,2014
higher,1,The Plant Journal,2014
highly,2,The Plant Journal,2014
hirsuta,1,The Plant Journal,2014
histone,4,The Plant Journal,2014
history,1,The Plant Journal,2014
hmg,1,The Plant Journal,2014
holocomplex,1,The Plant Journal,2014
homeobox,1,The Plant Journal,2014
homeostasis,5,The Plant Journal,2014
homeotic,1,The Plant Journal,2014
homoeolog,1,The Plant Journal,2014
homoeologous,1,The Plant Journal,2014
homolog,3,The Plant Journal,2014
homologous,2,The Plant Journal,2014
hopf,1,The Plant Journal,2014
host,2,The Plant Journal,2014
hotspot,1,The Plant Journal,2014
hsp,1,The Plant Journal,2014
hua,1,The Plant Journal,2014
hulk,1,The Plant Journal,2014
hybrid,2,The Plant Journal,2014
hybrida,2,The Plant Journal,2014
hydroxycinnamyl,1,The Plant Journal,2014
hydroxylase,1,The Plant Journal,2014
hydroxynitrile,1,The Plant Journal,2014
hyperaccumulation,2,The Plant Journal,2014
hypermorphic,1,The Plant Journal,2014
hypersensitive,1,The Plant Journal,2014
hypodermal,1,The Plant Journal,2014
hypoxia,1,The Plant Journal,2014
i,4,The Plant Journal,2014
iaa,1,The Plant Journal,2014
ib,1,The Plant Journal,2014
identification,5,The Plant Journal,2014
identifies,2,The Plant Journal,2014
identify,1,The Plant Journal,2014
identity,1,The Plant Journal,2014
ii,6,The Plant Journal,2014
iii,1,The Plant Journal,2014
imaged,1,The Plant Journal,2014
imaging,3,The Plant Journal,2014
imbibed,1,The Plant Journal,2014
immediate,1,The Plant Journal,2014
immune,3,The Plant Journal,2014
immunity,7,The Plant Journal,2014
impacts,1,The Plant Journal,2014
impairs,1,The Plant Journal,2014
imperialis,1,The Plant Journal,2014
implications,1,The Plant Journal,2014
important,4,The Plant Journal,2014
imprinting,1,The Plant Journal,2014
improves,1,The Plant Journal,2014
inactive,1,The Plant Journal,2014
inbred,1,The Plant Journal,2014
incipient,1,The Plant Journal,2014
incised,1,The Plant Journal,2014
incompatibility,1,The Plant Journal,2014
increased,3,The Plant Journal,2014
increases,1,The Plant Journal,2014
increasing,1,The Plant Journal,2014
independent,3,The Plant Journal,2014
independently,1,The Plant Journal,2014
indica,1,The Plant Journal,2014
indispensible,1,The Plant Journal,2014
indole,1,The Plant Journal,2014
indolic,1,The Plant Journal,2014
induce,1,The Plant Journal,2014
induced,8,The Plant Journal,2014
induces,2,The Plant Journal,2014
inducible,3,The Plant Journal,2014
induction,1,The Plant Journal,2014
infection,3,The Plant Journal,2014
infestation,1,The Plant Journal,2014
inflorescence,2,The Plant Journal,2014
influence,1,The Plant Journal,2014
influences,1,The Plant Journal,2014
influx,1,The Plant Journal,2014
inhibit,1,The Plant Journal,2014
inhibiting,1,The Plant Journal,2014
inhibition,3,The Plant Journal,2014
inhibitor,1,The Plant Journal,2014
inhibitory,1,The Plant Journal,2014
inhibits,2,The Plant Journal,2014
initials,1,The Plant Journal,2014
initiated,1,The Plant Journal,2014
initiates,1,The Plant Journal,2014
initiation,4,The Plant Journal,2014
innate,1,The Plant Journal,2014
inositol,3,The Plant Journal,2014
insect,2,The Plant Journal,2014
inserts,1,The Plant Journal,2014
integrated,1,The Plant Journal,2014
integrates,1,The Plant Journal,2014
integrating,1,The Plant Journal,2014
integrative,1,The Plant Journal,2014
integrity,1,The Plant Journal,2014
inter,3,The Plant Journal,2014
interact,3,The Plant Journal,2014
interacting,2,The Plant Journal,2014
interaction,3,The Plant Journal,2014
interactions,1,The Plant Journal,2014
interactors,1,The Plant Journal,2014
interacts,7,The Plant Journal,2014
interferes,1,The Plant Journal,2014
interfering,1,The Plant Journal,2014
internal,1,The Plant Journal,2014
interplay,1,The Plant Journal,2014
interspecific,1,The Plant Journal,2014
intracellular,1,The Plant Journal,2014
intron,1,The Plant Journal,2014
invertase,2,The Plant Journal,2014
inverted,1,The Plant Journal,2014
involved,11,The Plant Journal,2014
involvement,1,The Plant Journal,2014
involves,2,The Plant Journal,2014
ionization,3,The Plant Journal,2014
irocs,1,The Plant Journal,2014
iron,4,The Plant Journal,2014
irregularis,1,The Plant Journal,2014
irx,1,The Plant Journal,2014
isochorismate,1,The Plant Journal,2014
isocitrate,1,The Plant Journal,2014
isoforms,1,The Plant Journal,2014
isolation,4,The Plant Journal,2014
isomerase,2,The Plant Journal,2014
iswi,1,The Plant Journal,2014
japanese,1,The Plant Journal,2014
japonicus,3,The Plant Journal,2014
jasmonate,2,The Plant Journal,2014
jointless,1,The Plant Journal,2014
k,5,The Plant Journal,2014
karrikin,1,The Plant Journal,2014
kernel,1,The Plant Journal,2014
key,4,The Plant Journal,2014
kinase,13,The Plant Journal,2014
kinases,4,The Plant Journal,2014
kingdom,1,The Plant Journal,2014
knockdown,1,The Plant Journal,2014
knox,1,The Plant Journal,2014
knoxi,1,The Plant Journal,2014
l,7,The Plant Journal,2014
label,2,The Plant Journal,2014
lack,1,The Plant Journal,2014
lacking,1,The Plant Journal,2014
land,2,The Plant Journal,2014
landscape,1,The Plant Journal,2014
large,3,The Plant Journal,2014
laser,3,The Plant Journal,2014
lateral,2,The Plant Journal,2014
laticifers,1,The Plant Journal,2014
leads,2,The Plant Journal,2014
leaf,9,The Plant Journal,2014
leaves,1,The Plant Journal,2014
lecrk,1,The Plant Journal,2014
legume,1,The Plant Journal,2014
length,1,The Plant Journal,2014
lessons,1,The Plant Journal,2014
leucine,2,The Plant Journal,2014
level,3,The Plant Journal,2014
levels,4,The Plant Journal,2014
lhcb,1,The Plant Journal,2014
licorice,1,The Plant Journal,2014
life,1,The Plant Journal,2014
ligase,1,The Plant Journal,2014
light,5,The Plant Journal,2014
lignin,3,The Plant Journal,2014
like,13,The Plant Journal,2014
liliaceae,1,The Plant Journal,2014
limitation,1,The Plant Journal,2014
limits,2,The Plant Journal,2014
lincrnas,1,The Plant Journal,2014
lines,3,The Plant Journal,2014
link,1,The Plant Journal,2014
linked,2,The Plant Journal,2014
lipid,6,The Plant Journal,2014
lipidomic,1,The Plant Journal,2014
lipids,1,The Plant Journal,2014
lips,1,The Plant Journal,2014
ll,1,The Plant Journal,2014
lncrnas,1,The Plant Journal,2014
loblolly,1,The Plant Journal,2014
localized,2,The Plant Journal,2014
localizes,1,The Plant Journal,2014
located,3,The Plant Journal,2014
locus,3,The Plant Journal,2014
lolium,1,The Plant Journal,2014
long,4,The Plant Journal,2014
longevity,1,The Plant Journal,2014
loop,2,The Plant Journal,2014
loss,1,The Plant Journal,2014
lotus,4,The Plant Journal,2014
low,4,The Plant Journal,2014
lpcat,1,The Plant Journal,2014
lrr,1,The Plant Journal,2014
lsg,1,The Plant Journal,2014
ltg,1,The Plant Journal,2014
lyase,3,The Plant Journal,2014
lycopersicon,1,The Plant Journal,2014
lycopersicum,2,The Plant Journal,2014
lycophytes,1,The Plant Journal,2014
lys,1,The Plant Journal,2014
